target,era,goalundo_margin,p
13,After,1.2000000000000002,0.9999982653952578
13,After,1.25,0.9999990662199962
13,After,1.2999999999999998,0.9999994973236543
13,After,1.3500000000000005,0.9999997293972271
13,After,1.4000000000000004,0.9999998543280314
13,After,1.4500000000000002,0.9999999215812868
13,After,1.5,0.999999957785328
13,After,1.5499999999999998,0.999999977274831
13,After,1.6000000000000005,0.9999999877664975
13,After,1.6500000000000004,0.9999999934144126
13,After,1.7000000000000002,0.9999999964548207
13,After,1.75,0.999999998091545
13,After,1.8000000000000007,0.9999999989726331
13,After,1.8500000000000005,0.9999999994469437
13,After,1.9000000000000004,0.9999999997022766
13,After,1.9500000000000002,0.9999999998397284
13,After,2.0,0.9999999999137219
