transect,year,x,z,z0,dz
RMG12,2011,4030.0,2.687692307692308,0.8600897435897435,1.8276025641025644
RMG12,2011,4040.0,2.706923076923077,0.8132307692307692,1.8936923076923078
RMG12,2011,4050.0,2.726153846153846,0.7578717948717949,1.9682820512820514
RMG12,2011,4060.0,2.8684615384615384,0.6346153846153846,2.233846153846154
RMG12,2011,4070.0,3.0415384615384617,0.5028846153846154,2.5386538461538466
RMG12,2011,4080.0,3.2492307692307696,0.45580769230769236,2.7934230769230775
RMG12,2011,4090.0,3.5953846153846154,0.46901282051282045,3.126371794871795
RMG12,2011,4100.0,3.9415384615384617,0.42088461538461536,3.5206538461538464
RMG12,2011,4110.0,4.310769230769231,0.22552564102564104,4.08524358974359
RMG12,2011,4120.0,4.695384615384615,0.08751282051282044,4.607871794871794
RMG12,2011,4130.0,5.08,0.14500000000000002,4.9350000000000005
RMG12,2011,4140.0,5.66,0.22333333333333327,5.4366666666666665
RMG12,2011,4150.0,6.24,0.23750000000000004,6.0025
RMG12,2011,4160.0,6.468,0.15149999999999997,6.3165
