station,era,q,wl
SW93.5L,After,19348.225576471254,1.9567211286989448
SW93.5L,After,20143.468397751032,2.017256276474953
SW93.5L,After,20971.39696286285,2.0795678185084796
SW93.5L,After,21833.35470782562,2.143655754799525
SW93.5L,After,22730.740286013614,2.209520085348089
SW93.5L,After,23665.00983767785,2.2771608101541574
SW93.5L,After,24637.67935274772,2.3465779292177515
SW93.5L,After,25650.32713074825,2.4177714425388714
SW93.5L,After,26704.596341823148,2.490741350117503
SW93.5L,After,27802.19769302072,2.565487651953653
SW93.5L,After,28944.91220416755,2.6420103480473074
SW93.5L,After,30134.59409783591,2.7203094383984947
SW93.5L,After,31373.173808092455,2.8003849230071935
SW93.5L,After,32662.661112912265,2.882236801873418
SW93.5L,After,34005.14839533907,2.9658650749971542
SW93.5L,After,35402.81403868532,3.051269742378409
SW93.5L,After,36857.9259612797,3.138450804017168
SW93.5L,After,38372.84529649841,3.22740825991346
SW93.5L,After,39950.030224052214,3.318142110067271
SW93.5L,After,41592.039958744484,3.410652354478593
SW93.5L,After,43301.53890317468,3.504938993147441
SW93.5L,After,45081.3009711233,3.601002026073793
SW93.5L,After,46934.21408863613,3.698841453257664
SW93.5L,After,48863.284880108855,3.798457274699061
SW93.5L,After,50871.64354697852,3.899849490397969
SW93.5L,After,52962.54894693607,4.003018100354403
SW93.5L,After,55139.39388190253,4.1079631045683485
SW93.5L,After,57405.71060335046,4.214684503039813
SW93.5L,After,59765.176543901325,4.323182295768781
SW93.5L,After,62221.62028450231,4.43345648275529
SW93.5L,After,64779.0277668618,4.5455070639993025
SW93.5L,After,67441.54876122775,4.659334039500841
SW93.5L,After,70213.5036,4.774937409259891
SW93.5L,Before,6249.754,1.3541219273682152
SW93.5L,Before,6529.849393441615,1.3893363668701006
SW93.5L,Before,6822.497829679351,1.4257204412171411
SW93.5L,Before,7128.261898770496,1.4632741504093332
SW93.5L,Before,7447.729404386079,1.5019974944466838
SW93.5L,Before,7781.514493810115,1.5418904733291825
SW93.5L,Before,8130.258838581988,1.5829530870568362
SW93.5L,Before,8494.632868051756,1.6251853356296415
SW93.5L,Before,8875.33705821974,1.6685872190476054
SW93.5L,Before,9273.103278338007,1.7131587373107209
SW93.5L,Before,9688.696197862653,1.7588998904189879
SW93.5L,Before,10122.914756461394,1.8058106783724153
SW93.5L,Before,10576.593699902518,1.8538911011709924
SW93.5L,Before,11050.605184777985,1.903141158814723
SW93.5L,Before,11545.860455145154,1.9535608513036067
SW93.5L,Before,12063.311594310948,2.0051501786376456
SW93.5L,Before,12603.95335512544,2.0579091408168377
SW93.5L,Before,13168.825072304002,2.1118377378411832
SW93.5L,Before,13759.012660454016,2.1669359697106874
SW93.5L,Before,14375.650701647022,2.2232038364253413
SW93.5L,Before,15019.924626549826,2.2806413379851467
SW93.5L,Before,15693.072993307462,2.339248474390107
SW93.5L,Before,16396.38986855861,2.399025245640221
SW93.5L,Before,17131.227315161497,2.45997165173549
SW93.5L,Before,17898.997991411805,2.522087692675914
SW93.5L,Before,18701.177866750113,2.5853733684614877
SW93.5L,Before,19539.30905917931,2.6498286790922236
SW93.5L,Before,20415.002799846276,2.7154536245681076
SW93.5L,Before,21329.9425304876,2.782248204889145
SW93.5L,Before,22285.88713969368,2.8502124200553354
SW93.5L,Before,23284.674344212104,2.9193462700666792
SW93.5L,Before,24328.224221791636,2.98964975492318
SW93.5L,Before,25418.54290235711,3.0611228746248322
SW93.5L,Before,26557.72642461225,3.133765629171638
SW93.5L,Before,27747.964765484034,3.207578018563604
SW93.5L,Before,28991.54605015415,3.282560042800716
SW93.5L,Before,30290.86095077246,3.358711701882985
SW93.5L,Before,31648.407282306813,3.4360329958104074
SW93.5L,Before,33066.79480436577,3.5145239245829814
SW93.5L,Before,34548.75023822481,3.594184488200712
SW93.5L,Before,36097.12250870002,3.6750146866635944
SW93.5L,Before,37714.88822094803,3.757014519971632
SW93.5L,Before,39405.15738271877,3.8401839881248296
SW93.5L,Before,41171.17938306329,3.92452309112317
SW93.5L,Before,43016.34923898959,4.010031828966673
SW93.5L,Before,44944.21412207403,4.096710201655323
SW93.5L,Before,46958.48017757748,4.184558209189129
SW93.5L,Before,49063.019649172566,4.27357585156809
SW93.5L,Before,51261.87832298092,4.363763128792202
SW93.5L,Before,53559.28330523014,4.455120040861475
SW93.5L,Before,55959.65114848111,4.547646587775896
SW93.5L,Before,58467.59634205031,4.641342769535472
SW93.5L,Before,61087.94018294591,4.736208586140201
SW93.5L,Before,63825.72004437402,4.8322440375900815
SW93.5L,Before,66686.1990596319,4.929449123885119
SW93.5L,Before,69674.87624000301,5.027823845025308
SW93.5L,Before,72797.49704610836,5.127368201010652
SW93.5L,Before,76060.06443303193,5.228082191841157
SW93.5L,Before,79468.85039045752,5.329965817516806
SW93.5L,Before,83030.40799999997,5.4330190780376135
SW93.5L,During,12425.42,1.801253968103372
SW93.5L,During,12850.821469643384,1.857055497198658
SW93.5L,During,13290.78714801169,1.913173759919449
SW93.5L,During,13745.815660969936,1.9696087562657392
SW93.5L,During,14216.4227055305,2.026360486237534
