target,same_day,n_points,n_features,history_years,n_train,model,PI,rmse_cm
12,True,all,95,11.0,3313,Ridge,0.77189523892756,4.6581835002281595
12,True,all,95,11.0,3313,Gradient boosting,0.3400024401205848,7.923564227737668
12,True,all+B,111,0.5,176,Ridge,-0.220942399146685,10.77697822756304
12,True,all+B,111,0.5,176,Gradient boosting,0.03311581279316267,9.590398349477038
12,True,all+B,111,1.0,357,Ridge,0.5891657857173634,6.2514781837875315
12,True,all+B,111,1.0,357,Gradient boosting,0.07935877196625052,9.358249666354862
12,True,all+B,111,2.0,534,Ridge,0.7589923900113102,4.788117458629068
12,True,all+B,111,2.0,534,Gradient boosting,0.12266166298829739,9.135513658214386
12,True,all+B,111,3.0,838,Ridge,0.8396373300493244,3.905719561791747
12,True,all+B,111,3.0,838,Gradient boosting,0.16377261822927847,8.918906472888235
12,True,all+B,111,5.0,1568,Ridge,0.8541503370249299,3.7247929157221025
12,True,all+B,111,5.0,1568,Gradient boosting,0.4588552474101525,7.174739600523594
12,True,all+B,111,8.0,2460,Ridge,0.8561980525062454,3.698552617105762
12,True,all+B,111,8.0,2460,Gradient boosting,0.5183374421451659,6.768943070308526
12,True,all+B,111,11.0,3313,Ridge,0.8500220875276572,3.7771398921793486
12,True,all+B,111,11.0,3313,Gradient boosting,0.5427905651725597,6.594881700974882
12,False,0,7,0.5,176,Ridge,0.40475365925220896,7.52484892018496
12,False,0,7,0.5,176,Gradient boosting,-0.2002046914106197,10.685062767607329
12,False,0,7,1.0,357,Ridge,0.47554759334194496,7.063215535315134
12,False,0,7,1.0,357,Gradient boosting,0.02857039914972448,9.61291460077323
12,False,0,7,2.0,534,Ridge,0.47470557720968165,7.068883310054106
12,False,0,7,2.0,534,Gradient boosting,0.10815758673981157,9.210717848582977
12,False,0,7,3.0,838,Ridge,0.46920946541550357,7.105767650316413
12,False,0,7,3.0,838,Gradient boosting,0.23013631760633846,8.55768573961817
12,False,0,7,5.0,1568,Ridge,0.4796260024839578,7.035698352509641
12,False,0,7,5.0,1568,Gradient boosting,0.3282398943408299,7.99385970421254
12,False,0,7,8.0,2460,Ridge,0.48063891426413674,7.028847498006183
12,False,0,7,8.0,2460,Gradient boosting,0.358058598238292,7.814426502024335
12,False,0,7,11.0,3313,Ridge,0.4815607239460379,7.022607006174394
12,False,0,7,11.0,3313,Gradient boosting,0.352743981714581,7.846707545299555
12,False,1,14,0.5,176,Ridge,0.4331814153918627,7.342965002714537
12,False,1,14,0.5,176,Gradient boosting,-0.23606595223508298,10.8435188709092
12,False,1,14,1.0,357,Ridge,0.48794152637943267,6.979257088673048
12,False,1,14,1.0,357,Gradient boosting,-0.027269593050914365,9.88534052669623
12,False,1,14,2.0,534,Ridge,0.5085047491091184,6.837684855677914
12,False,1,14,2.0,534,Gradient boosting,0.0014219973769837857,9.746314360353388
12,False,1,14,3.0,838,Ridge,0.5050755670379276,6.861496794352154
12,False,1,14,3.0,838,Gradient boosting,0.20230923795047473,8.710973628705316
12,False,1,14,5.0,1568,Ridge,0.5183815645540176,6.768633030729183
12,False,1,14,5.0,1568,Gradient boosting,0.3031589996179844,8.141721928755102
12,False,1,14,8.0,2460,Ridge,0.5182934429613246,6.769252229868966
12,False,1,14,8.0,2460,Gradient boosting,0.33854297011121903,7.932320183108985
12,False,1,14,11.0,3313,Ridge,0.5169070472095064,6.778986495962158
12,False,1,14,11.0,3313,Gradient boosting,0.36149666669816805,7.793472406852469
12,False,2,21,0.5,176,Ridge,0.40539255058366896,7.520809540918688
12,False,2,21,0.5,176,Gradient boosting,-0.25490987516337693,10.92586137865927
12,False,2,21,1.0,357,Ridge,0.485719841978691,6.994381263950217
12,False,2,21,1.0,357,Gradient boosting,0.011842603547522979,9.695327428251497
12,False,2,21,2.0,534,Ridge,0.5104819756689716,6.82391740168521
12,False,2,21,2.0,534,Gradient boosting,0.025779422390126316,9.626713942593682
12,False,2,21,3.0,838,Ridge,0.5058393614778149,6.8562002316091855
12,False,2,21,3.0,838,Gradient boosting,0.19405589883568286,8.755921880288389
12,False,2,21,5.0,1568,Ridge,0.5198313097934257,6.75843804188654
12,False,2,21,5.0,1568,Gradient boosting,0.29128970322916126,8.21076815004592
12,False,2,21,8.0,2460,Ridge,0.5194315920803103,6.761250496630429
12,False,2,21,8.0,2460,Gradient boosting,0.3380545333228079,7.935248356699981
12,False,2,21,11.0,3313,Ridge,0.5188641986060791,6.765240727432857
12,False,2,21,11.0,3313,Gradient boosting,0.35626037693821955,7.825363825243051
12,False,3,28,0.5,176,Ridge,0.4092654666532798,7.4962765074381625
12,False,3,28,0.5,176,Gradient boosting,-0.2599841043647786,10.947928459221533
12,False,3,28,1.0,357,Ridge,0.47713130781258095,7.0525429041093295
12,False,3,28,1.0,357,Gradient boosting,0.038654879480199744,9.562888252466118
12,False,3,28,2.0,534,Ridge,0.5094702253010235,6.8309656990723635
12,False,3,28,2.0,534,Gradient boosting,0.035604764110843234,9.578046603385083
12,False,3,28,3.0,838,Ridge,0.5069581351934214,6.848434656579696
12,False,3,28,3.0,838,Gradient boosting,0.20063904424055112,8.720088317245148
12,False,3,28,5.0,1568,Ridge,0.5163962828128974,6.782569191810035
12,False,3,28,5.0,1568,Gradient boosting,0.27610870152038414,8.298241997714628
12,False,3,28,8.0,2460,Ridge,0.5087006741403818,6.836321864731389
12,False,3,28,8.0,2460,Gradient boosting,0.31226318777047246,8.088361500355017
12,False,3,28,11.0,3313,Ridge,0.508251064052998,6.839449262038211
12,False,3,28,11.0,3313,Gradient boosting,0.3227059951655218,8.02671851872621
12,False,4,35,0.5,176,Ridge,0.41413085743332223,7.465342372509958
12,False,4,35,0.5,176,Gradient boosting,-0.21801711521074885,10.76406008037428
12,False,4,35,1.0,357,Ridge,0.47642737944185054,7.057288660869627
12,False,4,35,1.0,357,Gradient boosting,0.008484468403875178,9.711787662965929
12,False,4,35,2.0,534,Ridge,0.5119156699821164,6.813917171889389
12,False,4,35,2.0,534,Gradient boosting,0.02561134448074842,9.627544333682026
12,False,4,35,3.0,838,Ridge,0.5081979468789108,6.839818639967336
12,False,4,35,3.0,838,Gradient boosting,0.1802670405875587,8.830506536753187
12,False,4,35,5.0,1568,Ridge,0.5087910454613065,6.83569308730621
12,False,4,35,5.0,1568,Gradient boosting,0.27171972554515766,8.323360234714006
12,False,4,35,8.0,2460,Ridge,0.5004404638897064,6.893551818546671
12,False,4,35,8.0,2460,Gradient boosting,0.32456525975935446,8.015693727804514
12,False,4,35,11.0,3313,Ridge,0.49819085480533654,6.909055853856
12,False,4,35,11.0,3313,Gradient boosting,0.34194079364568697,7.911920274082513
12,False,6,49,0.5,176,Ridge,-0.01941637364675497,9.847482554824664
12,False,6,49,0.5,176,Gradient boosting,-0.16200428344408802,10.513644357952444
12,False,6,49,1.0,357,Ridge,0.4741680096858003,7.0724994063168385
12,False,6,49,1.0,357,Gradient boosting,-0.1530377118275006,10.47300168907171
12,False,6,49,2.0,534,Ridge,0.5213312435715727,6.74787390196499
12,False,6,49,2.0,534,Gradient boosting,0.050825623205634995,9.502161787066104
12,False,6,49,3.0,838,Ridge,0.5127036985644752,6.808414300515799
12,False,6,49,3.0,838,Gradient boosting,-0.03515335774852324,9.923200473578014
12,False,6,49,5.0,1568,Ridge,0.546850940157543,6.565532558344763
12,False,6,49,5.0,1568,Gradient boosting,0.26300221422436143,8.373027338731363
12,False,6,49,8.0,2460,Ridge,0.5484016888456991,6.554288778411245
12,False,6,49,8.0,2460,Gradient boosting,0.31723164066886766,8.059091955375958
12,False,6,49,11.0,3313,Ridge,0.5499830283495803,6.542803300396005
12,False,6,49,11.0,3313,Gradient boosting,0.41666463842467405,7.449181734267615
12,False,8,63,0.5,176,Ridge,0.033133502139313764,9.590310619915256
12,False,8,63,0.5,176,Gradient boosting,-0.17069059641992523,10.552867436521687
12,False,8,63,1.0,357,Ridge,0.36790541275949795,7.754261688896677
12,False,8,63,1.0,357,Gradient boosting,-0.2616787351111285,10.95528825929173
12,False,8,63,2.0,534,Ridge,0.5019968110209405,6.882805222734749
12,False,8,63,2.0,534,Gradient boosting,0.03193442600811569,9.59625557170541
12,False,8,63,3.0,838,Ridge,0.5287242979619073,6.695560555506318
12,False,8,63,3.0,838,Gradient boosting,-0.14524140512274553,10.437534842604862
12,False,8,63,5.0,1568,Ridge,0.5482925388474919,6.555080806822786
12,False,8,63,5.0,1568,Gradient boosting,0.18845177428476967,8.78631125301573
12,False,8,63,8.0,2460,Ridge,0.5527509865839219,6.522650571287855
12,False,8,63,8.0,2460,Gradient boosting,0.2551027113585229,8.417780837776148
12,False,8,63,11.0,3313,Ridge,0.5562090487089187,6.497385563464377
12,False,8,63,11.0,3313,Gradient boosting,0.3017462235137528,8.149971017194849
12,False,all,84,0.5,176,Ridge,0.006913317043744871,9.71947924619431
12,False,all,84,0.5,176,Gradient boosting,-0.09515120014096978,10.206726073475144
12,False,all,84,1.0,357,Ridge,0.010875310263281812,9.700071576913032
12,False,all,84,1.0,357,Gradient boosting,-0.08911283440647622,10.178548623895542
12,False,all,84,2.0,534,Ridge,0.28983411348178256,8.219195697671442
12,False,all,84,2.0,534,Gradient boosting,-0.007838667579153524,9.791403005407094
12,False,all,84,3.0,838,Ridge,0.4724572924693371,7.083994733795436
12,False,all,84,3.0,838,Gradient boosting,-0.1679332760441392,10.5404325583085
12,False,all,84,5.0,1568,Ridge,0.5429874617981284,6.59346150960904
12,False,all,84,5.0,1568,Gradient boosting,0.2401385713009988,8.50191223838589
12,False,all,84,8.0,2460,Ridge,0.549527297714683,6.546115399237176
12,False,all,84,8.0,2460,Gradient boosting,0.25058537322701024,8.44326655650823
12,False,all,84,11.0,3313,Ridge,0.5584161655691253,6.481208618397911
12,False,all,84,11.0,3313,Gradient boosting,0.27377522919300645,8.311605978200436
12,False,all+B,98,0.5,176,Ridge,0.02891760109423236,9.611196555060028
12,False,all+B,98,0.5,176,Gradient boosting,-0.019538136696455544,9.848070648039469
12,False,all+B,98,1.0,357,Ridge,-0.4800534513966517,11.865556665316614
12,False,all+B,98,1.0,357,Gradient boosting,-0.16148355249541768,10.511288345340617
12,False,all+B,98,2.0,534,Ridge,0.04963909281354151,9.508099095704036
12,False,all+B,98,2.0,534,Gradient boosting,-0.08964568719522359,10.181038267127523
12,False,all+B,98,3.0,838,Ridge,0.49194820049218313,6.951898372321984
12,False,all+B,98,3.0,838,Gradient boosting,-0.17122580979992064,10.555279427561604
12,False,all+B,98,5.0,1568,Ridge,0.5248803448944318,6.72281121966489
12,False,all+B,98,5.0,1568,Gradient boosting,0.17984198190290535,8.83279569506992
12,False,all+B,98,8.0,2460,Ridge,0.5550955189278308,6.505531853487123
12,False,all+B,98,8.0,2460,Gradient boosting,0.23469289921147707,8.532323026902487
12,False,all+B,98,11.0,3313,Ridge,0.5541688378139931,6.512303439122088
12,False,all+B,98,11.0,3313,Gradient boosting,0.26810734625235355,8.343977257460192
15,True,0,7,0.5,176,Ridge,0.2620552607283483,9.043695212536363
15,True,0,7,0.5,176,Gradient boosting,-0.27499499892634915,11.88743725398378
15,True,0,7,1.0,357,Ridge,0.27295765437489894,8.976640861061671
15,True,0,7,1.0,357,Gradient boosting,0.05214748222372756,10.249540148784869
15,True,0,7,2.0,534,Ridge,0.2724722024261007,8.979637248167778
15,True,0,7,2.0,534,Gradient boosting,0.06289255497538937,10.191278998024131
15,True,0,7,3.0,838,Ridge,0.27816879760235924,8.94441255573599
15,True,0,7,3.0,838,Gradient boosting,0.16949532423332292,9.59411760801748
15,True,0,7,5.0,1568,Ridge,0.28678648940390694,8.890860123725442
15,True,0,7,5.0,1568,Gradient boosting,0.22181773838513164,9.286983211370726
15,True,0,7,8.0,2460,Ridge,0.2943332071181365,8.843696652637497
15,True,0,7,8.0,2460,Gradient boosting,0.23994043702227585,9.178206206766458
15,True,0,7,11.0,3299,Ridge,0.2950030904967438,8.839498033629727
15,True,0,7,11.0,3299,Gradient boosting,0.25375710844644295,9.094401018786897
15,True,1,15,0.5,176,Ridge,0.4623419483922351,7.719462714843463
15,True,1,15,0.5,176,Gradient boosting,-0.0773812830789049,10.927447035537565
15,True,1,15,1.0,357,Ridge,0.6180490143762798,6.506355882368782
15,True,1,15,1.0,357,Gradient boosting,0.10249075954021414,9.97363478744027
15,True,1,15,2.0,534,Ridge,0.6358330660878935,6.3530789412500495
15,True,1,15,2.0,534,Gradient boosting,0.2341766759181534,9.212941034106148
15,True,1,15,3.0,838,Ridge,0.6406833397558616,6.3106293669915745
15,True,1,15,3.0,838,Gradient boosting,0.29150072369974,8.86142778152334
15,True,1,15,5.0,1568,Ridge,0.6295820498371726,6.407373032004888
15,True,1,15,5.0,1568,Gradient boosting,0.3654133803257088,8.386474915445312
15,True,1,15,8.0,2460,Ridge,0.6043944518182975,6.621634177812777
15,True,1,15,8.0,2460,Gradient boosting,0.36034158672267746,8.419921744926102
15,True,1,15,11.0,3299,Ridge,0.5890227808830888,6.7490535110128285
15,True,1,15,11.0,3299,Gradient boosting,0.39776560076983103,8.169900666379062
15,True,2,23,0.5,176,Ridge,0.5118468891913583,7.355497082762799
15,True,2,23,0.5,176,Gradient boosting,-0.07648310095817323,10.9228911349722
15,True,2,23,1.0,357,Ridge,0.6294416608230629,6.40858711945449
15,True,2,23,1.0,357,Gradient boosting,0.1025712259995557,9.973187682814046
15,True,2,23,2.0,534,Ridge,0.6467650355483461,6.256995454454589
15,True,2,23,2.0,534,Gradient boosting,0.22605066266896068,9.261690485751558
15,True,2,23,3.0,838,Ridge,0.6451259504200673,6.271495545809487
15,True,2,23,3.0,838,Gradient boosting,0.2939309515994314,8.846216906530238
15,True,2,23,5.0,1568,Ridge,0.6323023302390441,6.383802400886266
15,True,2,23,5.0,1568,Gradient boosting,0.3497691809447563,8.489219674752752
15,True,2,23,8.0,2460,Ridge,0.6078597504657421,6.592569355572324
15,True,2,23,8.0,2460,Gradient boosting,0.3565448544653014,8.444873258735711
15,True,2,23,11.0,3299,Ridge,0.5767650571628609,6.848961977018589
15,True,2,23,11.0,3299,Gradient boosting,0.337208907121029,8.570819097695745
15,True,3,31,0.5,176,Ridge,0.5610431924219335,6.97501091071574
15,True,3,31,0.5,176,Gradient boosting,-0.06725340213516495,10.87596423843377
15,True,3,31,1.0,357,Ridge,0.6688955662941325,6.057821818644742
15,True,3,31,1.0,357,Gradient boosting,0.12403873397658682,9.853180717072522
15,True,3,31,2.0,534,Ridge,0.6859460887872484,5.899783842742491
15,True,3,31,2.0,534,Gradient boosting,0.20702634513742257,9.374829466353814
15,True,3,31,3.0,838,Ridge,0.6950174082204094,5.813953076778587
15,True,3,31,3.0,838,Gradient boosting,0.29194711153626585,8.858635783730696
15,True,3,31,5.0,1568,Ridge,0.6888624357616311,5.872326857535712
15,True,3,31,5.0,1568,Gradient boosting,0.3188315719105207,8.68882903871222
15,True,3,31,8.0,2460,Ridge,0.6711309146841298,6.037338440316424
15,True,3,31,8.0,2460,Gradient boosting,0.3443966012073667,8.524218926979838
15,True,3,31,11.0,3299,Ridge,0.6508402242808162,6.220798008530353
15,True,3,31,11.0,3299,Gradient boosting,0.3456102656202229,8.51632518087017
15,True,4,39,0.5,176,Ridge,0.5476288829832625,7.080785381192115
15,True,4,39,0.5,176,Gradient boosting,-0.12391468025662733,11.160937313769779
15,True,4,39,1.0,357,Ridge,0.6693218605743414,6.053920864332596
15,True,4,39,1.0,357,Gradient boosting,0.08993596633774115,10.043150539561353
15,True,4,39,2.0,534,Ridge,0.6887685041363212,5.873213210783142
15,True,4,39,2.0,534,Gradient boosting,0.16254920613014157,9.634155377788643
15,True,4,39,3.0,838,Ridge,0.6965950520126611,5.798896086788311
15,True,4,39,3.0,838,Gradient boosting,0.2832639810087928,8.91278872903294
15,True,4,39,5.0,1568,Ridge,0.6891377862382069,5.869727836901903
15,True,4,39,5.0,1568,Gradient boosting,0.29793401084215365,8.821104443936406
15,True,4,39,8.0,2460,Ridge,0.673527368663694,6.015301316526276
15,True,4,39,8.0,2460,Gradient boosting,0.3573381884990491,8.439665691649997
15,True,4,39,11.0,3299,Ridge,0.6538213338673615,6.194184641830329
15,True,4,39,11.0,3299,Gradient boosting,0.32847015936741875,8.627136210440463
15,True,6,55,0.5,176,Ridge,0.5662625234573768,6.933419397836454
15,True,6,55,0.5,176,Gradient boosting,-0.11363815213602169,11.109795054459394
15,True,6,55,1.0,357,Ridge,0.6285159661938811,6.4165867968744985
15,True,6,55,1.0,357,Gradient boosting,-0.02870858796687248,10.677760603087636
15,True,6,55,2.0,534,Ridge,0.6764240447992976,5.9885560389655526
15,True,6,55,2.0,534,Gradient boosting,0.0491397745902431,10.265789091994147
15,True,6,55,3.0,838,Ridge,0.6781532205974411,5.9725333129039315
15,True,6,55,3.0,838,Gradient boosting,0.17900324945864,9.539041013466692
15,True,6,55,5.0,1568,Ridge,0.6781884435789937,5.972206486289176
15,True,6,55,5.0,1568,Gradient boosting,0.25063787232073165,9.11338813595042
15,True,6,55,8.0,2460,Ridge,0.6748452724468452,6.00314776320245
15,True,6,55,8.0,2460,Gradient boosting,0.3391850583758048,8.558032354786084
15,True,6,55,11.0,3299,Ridge,0.6546595345626437,6.1866811226722875
15,True,6,55,11.0,3299,Gradient boosting,0.30436394176035464,8.780617112366077
15,True,8,71,0.5,176,Ridge,0.4555334889354532,7.76818541813133
15,True,8,71,0.5,176,Gradient boosting,-0.0446525124228645,10.760189590391116
15,True,8,71,1.0,357,Ridge,0.6465693539916723,6.258728308239661
15,True,8,71,1.0,357,Gradient boosting,0.11388736069586758,9.91010971491732
15,True,8,71,2.0,534,Ridge,0.6430349307259968,6.28994513351314
15,True,8,71,2.0,534,Gradient boosting,0.11962035745471489,9.877999338620755
15,True,8,71,3.0,838,Ridge,0.6893667354561399,5.86756591906738
15,True,8,71,3.0,838,Gradient boosting,0.19906538158178166,9.421770681384219
15,True,8,71,5.0,1568,Ridge,0.673458832494083,6.0159326773775845
15,True,8,71,5.0,1568,Gradient boosting,0.2501266646602711,9.116496138993108
15,True,8,71,8.0,2460,Ridge,0.6816632622356062,5.939875984362921
15,True,8,71,8.0,2460,Gradient boosting,0.3361946689056725,8.577374352688508
15,True,8,71,11.0,3299,Ridge,0.6624946719000508,6.116096281644228
15,True,8,71,11.0,3299,Gradient boosting,0.3160892973747089,8.706301385282533
15,True,all,111,0.5,176,Ridge,0.08910481689598748,10.047735631182602
15,True,all,111,0.5,176,Gradient boosting,-0.06250917891568264,10.851764047803341
15,True,all,111,1.0,357,Ridge,0.6471276799077994,6.253782795724616
15,True,all,111,1.0,357,Gradient boosting,0.12991532375109816,9.820073920841926
15,True,all,111,2.0,534,Ridge,0.6458074942496177,6.265470375341269
15,True,all,111,2.0,534,Gradient boosting,0.1482155533044558,9.716253783326774
15,True,all,111,3.0,838,Ridge,0.6653910275449615,6.089796609939103
15,True,all,111,3.0,838,Gradient boosting,0.23946313999878033,9.181087588165632
15,True,all,111,5.0,1568,Ridge,0.6622758645955387,6.118078516592117
15,True,all,111,5.0,1568,Gradient boosting,0.22377003844989896,9.275326325294381
15,True,all,111,8.0,2460,Ridge,0.6464851993006959,6.259473390766324
15,True,all,111,8.0,2460,Gradient boosting,0.2521792900378207,9.104010313995364
15,True,all,111,11.0,3299,Ridge,0.6478254395473955,6.24759671049021
15,True,all,111,11.0,3299,Gradient boosting,0.2817162359679446,8.922406834595177
15,True,all+B,127,0.5,176,Ridge,0.37976144468144013,8.291123355714392
15,True,all+B,127,0.5,176,Gradient boosting,0.012100121770431849,10.463824882564186
15,True,all+B,127,1.0,357,Ridge,0.3961432883431626,8.18089739566466
15,True,all+B,127,1.0,357,Gradient boosting,0.08863582396861158,10.050321938933806
15,True,all+B,127,2.0,534,Ridge,0.6245141385358624,6.451055694108336
15,True,all+B,127,2.0,534,Gradient boosting,0.11370313492770656,9.911139833782308
15,True,all+B,127,3.0,838,Ridge,0.7028386914897085,5.738919434506424
15,True,all+B,127,3.0,838,Gradient boosting,0.23230233060133698,9.224208436971786
15,True,all+B,127,5.0,1568,Ridge,0.7114815811099857,5.654845825077494
15,True,all+B,127,5.0,1568,Gradient boosting,0.35405927408690707,8.46116824036065
15,True,all+B,127,8.0,2460,Ridge,0.705882109181333,5.7094558421189685
15,True,all+B,127,8.0,2460,Gradient boosting,0.3537649042283485,8.463095994018438
15,True,all+B,127,11.0,3299,Ridge,0.6998633422814052,5.767578549375104
15,True,all+B,127,11.0,3299,Gradient boosting,0.37554852625049795,8.319234081992782
15,False,0,7,0.5,176,Ridge,0.2620552607283483,9.043695212536363
15,False,0,7,0.5,176,Gradient boosting,-0.27499499892634915,11.88743725398378
15,False,0,7,1.0,357,Ridge,0.27295765437489894,8.976640861061671
15,False,0,7,1.0,357,Gradient boosting,0.05214748222372756,10.249540148784869
15,False,0,7,2.0,534,Ridge,0.2724722024261007,8.979637248167778
15,False,0,7,2.0,534,Gradient boosting,0.06289255497538937,10.191278998024131
15,False,0,7,3.0,838,Ridge,0.27816879760235924,8.94441255573599
15,False,0,7,3.0,838,Gradient boosting,0.16949532423332292,9.59411760801748
15,False,0,7,5.0,1568,Ridge,0.28678648940390694,8.890860123725442
15,False,0,7,5.0,1568,Gradient boosting,0.22181773838513164,9.286983211370726
15,False,0,7,8.0,2460,Ridge,0.2943332071181365,8.843696652637497
15,False,0,7,8.0,2460,Gradient boosting,0.23994043702227585,9.178206206766458
15,False,0,7,11.0,3299,Ridge,0.2950030904967438,8.839498033629727
15,False,0,7,11.0,3299,Gradient boosting,0.25375710844644295,9.094401018786897
15,False,1,14,0.5,176,Ridge,0.058132382757241086,10.217130245473708
15,False,1,14,0.5,176,Gradient boosting,-0.23498321290334534,11.699425172497904
15,False,1,14,1.0,357,Ridge,0.32823230665290704,8.628663920731974
15,False,1,14,1.0,357,Gradient boosting,-0.021311356780438606,10.639300552180949
15,False,1,14,2.0,534,Ridge,0.3340801791155853,8.591024702691177
15,False,1,14,2.0,534,Gradient boosting,-0.016922971930340314,10.61641839829767
15,False,1,14,3.0,838,Ridge,0.335297380465889,8.583169560546512
15,False,1,14,3.0,838,Gradient boosting,0.08555052696041832,10.067319550776908
15,False,1,14,5.0,1568,Ridge,0.3323039950409309,8.602474339136936
15,False,1,14,5.0,1568,Gradient boosting,0.21469952149373084,9.32936163475791
15,False,1,14,8.0,2460,Ridge,0.31843061706706566,8.691385906752839
15,False,1,14,8.0,2460,Gradient boosting,0.2107780430539694,9.352626189274309
15,False,1,14,11.0,3299,Ridge,0.3044244525046087,8.780235207758702
15,False,1,14,11.0,3299,Gradient boosting,0.24607801103180071,9.14107352276739
15,False,2,21,0.5,176,Ridge,0.014118301481621853,10.453131149322783
15,False,2,21,0.5,176,Gradient boosting,-0.22238581357698717,11.639602455719908
15,False,2,21,1.0,357,Ridge,0.32134708954592484,8.672770514705736
15,False,2,21,1.0,357,Gradient boosting,-0.04284209436611297,10.750861661398565
15,False,2,21,2.0,534,Ridge,0.33527958206231245,8.583284473357661
15,False,2,21,2.0,534,Gradient boosting,0.011670914167741464,10.466097716879617
15,False,2,21,3.0,838,Ridge,0.32907435441520594,8.623254293628413
15,False,2,21,3.0,838,Gradient boosting,0.1056358823992708,9.956144251174006
15,False,2,21,5.0,1568,Ridge,0.3134740329374577,8.722931885783058
15,False,2,21,5.0,1568,Gradient boosting,0.18956092388805312,9.477508516298098
15,False,2,21,8.0,2460,Ridge,0.3026856100103441,8.79120304326315
15,False,2,21,8.0,2460,Gradient boosting,0.23027350598715668,9.23638898272953
15,False,2,21,11.0,3299,Ridge,0.27188801749848324,8.983241726322223
15,False,2,21,11.0,3299,Gradient boosting,0.2142806773687148,9.33184923506433
15,False,3,28,0.5,176,Ridge,0.01902299278463171,10.427096937507784
15,False,3,28,0.5,176,Gradient boosting,-0.22396594765647482,11.647123073365572
15,False,3,28,1.0,357,Ridge,0.31049774352116666,8.74181965824486
15,False,3,28,1.0,357,Gradient boosting,0.008574003189559143,10.482482553689477
15,False,3,28,2.0,534,Ridge,0.3333320069626259,8.59584942849925
15,False,3,28,2.0,534,Gradient boosting,0.005123814126757331,10.500706372848368
15,False,3,28,3.0,838,Ridge,0.31402775547539064,8.719413403932666
15,False,3,28,3.0,838,Gradient boosting,0.06319070001442473,10.1896576679377
15,False,3,28,5.0,1568,Ridge,0.31333285122632404,8.723828760191997
15,False,3,28,5.0,1568,Gradient boosting,0.1641719808224793,9.624816533800544
15,False,3,28,8.0,2460,Ridge,0.312664412684567,8.728073848179905
15,False,3,28,8.0,2460,Gradient boosting,0.20809914812930252,9.368485782076554
15,False,3,28,11.0,3299,Ridge,0.2896910127925493,8.872737881312386
15,False,3,28,11.0,3299,Gradient boosting,0.19812238038972163,9.427315533078607
15,False,4,35,0.5,176,Ridge,0.020116468409009602,10.421283877998789
15,False,4,35,0.5,176,Gradient boosting,-0.2314703042054247,11.682773820403654
15,False,4,35,1.0,357,Ridge,0.31338156889435764,8.72351928555581
15,False,4,35,1.0,357,Gradient boosting,-0.01013693854755049,10.580936870896455
15,False,4,35,2.0,534,Ridge,0.33072027171390905,8.612670498776925
15,False,4,35,2.0,534,Gradient boosting,-0.009294181454917227,10.576522112893468
15,False,4,35,3.0,838,Ridge,0.3177556704087834,8.69568830826469
15,False,4,35,3.0,838,Gradient boosting,0.06403899566217675,10.185043174933432
15,False,4,35,5.0,1568,Ridge,0.32020779042600234,8.680047236148775
15,False,4,35,5.0,1568,Gradient boosting,0.1147193984175765,9.905455948989406
15,False,4,35,8.0,2460,Ridge,0.32266572893484735,8.664340714087835
15,False,4,35,8.0,2460,Gradient boosting,0.21085028246505422,9.352198145133338
15,False,4,35,11.0,3299,Ridge,0.3000395880424771,8.80786675428927
15,False,4,35,11.0,3299,Gradient boosting,0.1870343071790802,9.49227051238228
15,False,6,49,0.5,176,Ridge,0.021241582123003866,10.415299239673546
15,False,6,49,0.5,176,Gradient boosting,-0.20717250084203354,11.566944820808404
15,False,6,49,1.0,357,Ridge,0.3423964680269149,8.537211987353341
15,False,6,49,1.0,357,Gradient boosting,-0.15277125128218794,11.303308099645392
15,False,6,49,2.0,534,Ridge,0.34953769679401714,8.490730634309905
15,False,6,49,2.0,534,Gradient boosting,-0.09995958889175283,11.041354707371275
15,False,6,49,3.0,838,Ridge,0.34773560866045417,8.502484168464605
15,False,6,49,3.0,838,Gradient boosting,0.047650686337586845,10.273824282298385
15,False,6,49,5.0,1568,Ridge,0.3317677213442872,8.605928272318355
15,False,6,49,5.0,1568,Gradient boosting,0.1377673929622072,9.77566292472717
15,False,6,49,8.0,2460,Ridge,0.34504772971210906,8.519984857465897
15,False,6,49,8.0,2460,Gradient boosting,0.2164822275341438,9.318766353526884
15,False,6,49,11.0,3299,Ridge,0.31834241507041205,8.691948265340303
15,False,6,49,11.0,3299,Gradient boosting,0.24865045017736231,9.125465178257423
15,False,8,63,0.5,176,Ridge,0.06457560743333368,10.182123075899302
15,False,8,63,0.5,176,Gradient boosting,-0.05427911864294099,10.809654156288445
15,False,8,63,1.0,357,Ridge,0.35210540311269334,8.473955441671746
15,False,8,63,1.0,357,Gradient boosting,0.0422122125414055,10.303117306438013
15,False,8,63,2.0,534,Ridge,0.3221934314663687,8.667360960705311
15,False,8,63,2.0,534,Gradient boosting,0.09440829257468364,10.018442627279601
15,False,8,63,3.0,838,Ridge,0.3511725910847945,8.480053474022888
15,False,8,63,3.0,838,Gradient boosting,0.1791299373610813,9.538305000979287
15,False,8,63,5.0,1568,Ridge,0.38697216857826,8.242787292704909
15,False,8,63,5.0,1568,Gradient boosting,0.18271138534349862,9.517474490019394
15,False,8,63,8.0,2460,Ridge,0.3755530915703009,8.319203671276247
15,False,8,63,8.0,2460,Gradient boosting,0.26697080291240405,9.013524293184547
